EXPORTED XY-GRAPH DATA
141 2 2
Gate Voltage
-2.9500000000e+01 -9.1299378590e-15 
-3.0000000000e+01 -9.2735235600e-15 
-3.0500000000e+01 -9.4164544130e-15 
-3.1000000000e+01 -9.5587490480e-15 
-3.1500000000e+01 -9.7004251210e-15 
-3.2000000000e+01 -9.8414993070e-15 
-3.2500000000e+01 -9.9819873310e-15 
-3.3000000000e+01 -1.0121904010e-14 
-3.3500000000e+01 -1.0261263300e-14 
-3.4000000000e+01 -1.0400078350e-14 
-3.4500000000e+01 -1.0538361530e-14 
-3.5000000000e+01 -1.0676124520e-14 
-3.5500000000e+01 -1.0813378300e-14 
-3.6000000000e+01 -1.0950133240e-14 
-3.6500000000e+01 -1.1086399110e-14 
-3.7000000000e+01 -1.1222185140e-14 
-3.7500000000e+01 -1.1357500020e-14 
-3.8000000000e+01 -1.1492351970e-14 
-3.8500000000e+01 -1.1626748720e-14 
-3.9000000000e+01 -1.1760697580e-14 
-3.9500000000e+01 -1.1894205460e-14 
-4.0000000000e+01 -1.2027278850e-14 
-4.0500000000e+01 -1.2159923890e-14 
-4.1000000000e+01 -1.2292146360e-14 
-4.1500000000e+01 -1.2423951690e-14 
-4.2000000000e+01 -1.2555345020e-14 
-4.2500000000e+01 -1.2686331140e-14 
-4.3000000000e+01 -1.2816914580e-14 
-4.3500000000e+01 -1.2947099560e-14 
-4.4000000000e+01 -1.3076890070e-14 
-4.4500000000e+01 -1.3206289770e-14 
-4.5000000000e+01 -1.3335302090e-14 
-4.5500000000e+01 -1.3463930270e-14 
-4.6000000000e+01 -1.3592177210e-14 
-4.6500000000e+01 -1.3720045610e-14 
-4.7000000000e+01 -1.3847538050e-14 
-4.7500000000e+01 -1.3974656610e-14 
-4.8000000000e+01 -1.4101403500e-14 
-4.8500000000e+01 -1.4227780410e-14 
-4.9000000000e+01 -1.4353788940e-14 
-4.9500000000e+01 -1.4479430590e-14 
-5.0000000000e+01 -1.4604706260e-14 
-5.0500000000e+01 -1.4729617250e-14 
-5.1000000000e+01 -1.4854163860e-14 
-5.1500000000e+01 -1.4978347050e-14 
-5.2000000000e+01 -1.5102166640e-14 
-5.2500000000e+01 -1.5225623150e-14 
-5.3000000000e+01 -1.5348715960e-14 
-5.3500000000e+01 -1.5471445130e-14 
-5.4000000000e+01 -1.5593809550e-14 
-5.4500000000e+01 -1.5715808840e-14 
-5.5000000000e+01 -1.5837441310e-14 
-5.5500000000e+01 -1.5958706170e-14 
-5.6000000000e+01 -1.6079601080e-14 
-5.6500000000e+01 -1.6200124830e-14 
-5.7000000000e+01 -1.6320274340e-14 
-5.7500000000e+01 -1.6440047970e-14 
-5.8000000000e+01 -1.6559441820e-14 
-5.8500000000e+01 -1.6678453690e-14 
-5.9000000000e+01 -1.6797078910e-14 
-5.9500000000e+01 -1.6915314490e-14 
-6.0000000000e+01 -1.7033155050e-14 
